	M	R	Soil type PGA   SD	DT(s)		Name			NPTS		Tm(s)	Arias Int
476	6.32	67.16	 D	0.182	7.55	0.0100	       SMART1_40M07EW.AT1	 2915	0.1346	1.1249	0.3571
477	6.32	70.27	 D	0.106	10.50	0.0100	       SMART1_40O01EW.AT1	 3200	0.1041	0.9777	0.1371
478	6.32	66.21	 D	0.159	7.43	0.0100	       SMART1_40O07EW.AT1	 2600	0.1407	1.0285	0.2280
494	6.06	6.28	 D	0.218	5.11	0.0050	       PALMSPR_MVH045.AT1	 4035	0.2167	0.9304	0.6544
534	5.80	9.54	 D	0.406	6.31	0.0050	       SANSALV_NGI180.AT1	 4055	0.4019	0.9840	1.0975
535	7.30	76.21	 D	0.122	19.41	0.0100	       SMART1_45C00EW.AT1	 4000	0.1302	0.9551	0.6037
536	7.30	73.43	 D	0.159	17.72	0.0100	       SMART1_45E01EW.AT1	 4000	0.2301	1.0010	0.6671
538	7.30	76.39	 D	0.141	21.59	0.0100	       SMART1_45I01NS.AT2	 4400	0.1378	0.9238	0.6870
539	7.30	76.01	 D	0.118	21.64	0.0100	       SMART1_45I07EW.AT1	 4400	0.1321	1.1079	0.5046
540	7.30	77.12	 D	0.119	17.10	0.0100	       SMART1_45M01EW.AT1	 4000	0.1685	0.9961	0.4191
544	7.30	75.67	 D	0.163	17.53	0.0100	       SMART1_45O04NS.AT2	 4400	0.1716	1.0758	0.6483
546	7.30	74.27	 D	0.154	19.77	0.0100	       SMART1_45O07EW.AT1	 4000	0.3398	0.9198	0.4543
547	7.30	74.75	 D	0.142	24.05	0.0100	       SMART1_45O08EW.AT1	 4400	0.1411	0.9244	0.4000
548	7.30	76.85	 D	0.148	18.48	0.0100	       SMART1_45O10EW.AT1	 4400	0.1725	0.9312	0.4229
549	7.30	78.17	 D	0.139	23.30	0.0100	       SMART1_45O12EW.AT1	 4000	0.2029	1.0828	0.5896
681	6.54	35.83	 D	0.258	19.04	0.0050	     SUPERST_B-ICC090.AT2	 8000	0.3643	0.9457	0.6746
683	6.54	29.41	 D	0.207	28.74	0.0050	     SUPERST_B-IVW360.AT2	 8800	0.5389	1.1640	1.2285
685	6.93	62.31	 C	0.103	16.29	0.0050	         LOMAP_A10000.AT1	 7990	0.1058	0.9393	0.2093
686	6.93	63.49	 E	0.274	8.41	0.0050	         LOMAP_A02043.AT1	 7165	0.1199	1.0334	1.2525
690	6.93	61.49	 C	0.104	16.20	0.0050	         LOMAP_A09227.AT2	 7805	0.0827	0.9164	0.2038
691	6.93	40.12	 D	0.159	21.42	0.0050	         LOMAP_AGW090.AT2	 8000	0.2245	0.9761	0.3744
692	6.93	90.77	 D	0.209	5.53	0.0050	         LOMAP_NAS270.AT2	 5920	0.3760	1.1290	0.4800
698	6.93	70.71	 D	0.157	16.04	0.0050	         LOMAP_BVW220.AT1	 7820	0.1540	0.9270	0.4729
711	6.93	54.99	 D	0.129	24.78	0.0200	        LOMAP_DUMB267.AT1	 3250	0.1415	1.1370	0.2701
712	6.93	96.52	 D	0.260	8.92	0.0050	         LOMAP_EMY260.AT1	 7845	0.2048	1.1113	0.9133
713	6.93	64.02	 E	0.294	14.61	0.0050	         LOMAP_A01090.AT2	12000	0.3162	0.9215	1.7809
714	6.93	65.72	 E	0.116	13.18	0.0050	         LOMAP_MEN360.AT2	 6005	0.1155	0.9469	0.2572
725	6.93	100.19	 C	0.233	5.89	0.0050	         LOMAP_GGB270.AT1	 7615	0.1469	0.9648	0.4835
730	6.93	48.24	 C	0.371	16.40	0.0050	         LOMAP_HSP000.AT1	11995	0.3670	0.9523	2.2040
731	6.93	47.90	 D	0.215	13.62	0.0050	         LOMAP_HCH180.AT2	 7820	0.3007	1.1185	1.0606
740	6.93	50.17	 D	0.213	19.35	0.0050	         LOMAP_PAE055.AT2	 8000	0.2110	1.1845	1.1373
747	6.93	99.16	 C	0.108	7.27	0.0050	         LOMAP_CFH090.AT2	 7990	0.1024	1.0472	0.1326
758	6.93	42.13	 D	0.209	25.28	0.0050	         LOMAP_SVL360.AT2	 7850	0.2098	1.3989	0.7553
760	6.93	97.43	 E	0.100	5.83	0.0050	         LOMAP_TRI000.AT1	 7995	0.1156	1.0194	0.1432
777	7.01	53.34	 D	0.178	19.84	0.0200	      CAPEMEND_EUR090.AT2	 2200	0.2134	1.0888	0.3307
778	7.01	29.55	 C	0.114	18.20	0.0200	      CAPEMEND_FOR090.AT2	 2200	0.2101	1.1212	0.2391
789	7.28	94.77	 C	0.135	18.20	0.0200	       LANDERS_BRS090.AT2	 2000	0.1127	0.9686	0.2182
813	7.28	59.68	 D	0.109	37.88	0.0200	       LANDERS_IND090.AT2	 3000	0.1699	0.9135	0.3298
851	7.28	85.99	 D	0.245	17.62	0.0200	       LANDERS_YER270.AT1	 2200	0.2589	0.9133	0.9242
994	6.69	21.55	 D	0.325	9.23	0.0100	        NORTHR_WPI316.AT2	 2500	0.4531	1.2540	0.9722
1002	6.69	25.65	 D	0.406	7.39	0.0050	        NORTHR_PAR--T.AT2	 4425	0.3883	1.0231	1.7806
1049	6.90	38.79	 D	0.301	20.06	0.0100	          KOBE_AMA000.AT1	 5400	0.4466	1.0519	1.7036
1052	6.90	43.58	 D	0.178	30.11	0.0100	          KOBE_FKS000.AT1	 8000	0.2494	1.1745	1.4245
1056	6.90	25.40	 B	0.290	7.02	0.0100	          KOBE_KBU000.AT1	 3200	0.3685	1.0435	1.2226
1058	6.90	52.21	 D	0.214	40.96	0.0100	          KOBE_MRG000.AT1	19810	0.3749	0.9783	1.2475
1062	6.90	19.25	 D	0.315	6.49	0.0100	          KOBE_PRI000.AT1	 4200	0.7013	1.4855	1.7659
1069	6.90	55.81	 D	0.158	36.12	0.0100	          KOBE_YAE000.AT1	 8905	0.2169	0.9895	1.0695
1092	7.51	112.26	 E	0.185	37.20	0.0050	       KOCAELI_ATS090.AT2	30085	0.1508	0.9761	1.2395
1100	7.51	95.02	 D	0.108	37.87	0.0050	       KOCAELI_BUR090.AT2	27715	0.1239	0.9327	0.4923
1111	7.51	39.82	 D	0.136	16.91	0.0050	       KOCAELI_IZN090.AT2	 6000	0.1925	1.0788	0.4230
1120	7.51	19.30	 D	0.268	15.33	0.0050	       KOCAELI_YPT060.AT1	 7000	0.3814	1.3727	1.3297
1122	7.62	37.83	 C	0.183	24.91	0.0050	         CHICHI_ALS-E.AT1	11800	0.2593	0.9974	0.9605
1138	7.62	32.15	 D	0.159	33.70	0.0050	      CHICHI_CHY025-E.AT1	18000	0.3841	1.2796	1.2214
1142	7.62	39.70	 C	0.238	24.11	0.0050	      CHICHI_CHY029-N.AT2	18000	0.2179	0.9999	0.8703
1147	7.62	44.02	 D	0.294	26.44	0.0050	      CHICHI_CHY036-E.AT1	18000	0.2371	0.9151	1.8647
1188	7.62	31.96	 D	0.440	26.49	0.0050	      CHICHI_CHY101-N.AT2	18000	0.7047	0.9641	2.9974
1417	7.62	106.20	 C	0.121	24.68	0.0050	      CHICHI_TCU026-E.AT1	18000	0.2023	0.9202	0.2364
1434	7.62	39.58	 C	0.419	16.14	0.0050	      CHICHI_TCU052-N.AT2	18000	0.9302	1.5284	2.9254
1439	7.62	41.79	 C	0.118	27.34	0.0050	      CHICHI_TCU057-E.AT1	18000	0.2778	1.1014	0.5691
1440	7.62	53.38	 D	0.165	31.85	0.0050	      CHICHI_TCU059-E.AT1	18000	0.3226	0.9610	1.5502
1443	7.62	35.46	 C	0.172	33.56	0.0050	      CHICHI_TCU063-E.AT1	18000	0.5273	1.2465	1.4550
1447	7.62	47.86	 C	0.462	13.12	0.0050	      CHICHI_TCU068-N.AT2	18000	0.4893	1.2860	3.2126
1471	7.62	45.56	 C	0.298	15.11	0.0050	      CHICHI_TCU102-E.AT1	18000	0.5258	1.4135	2.0250
1475	7.62	37.65	 C	0.128	32.78	0.0050	      CHICHI_TCU106-N.AT2	18000	0.4714	1.0564	1.2546
1476	7.62	37.73	 C	0.124	37.69	0.0050	      CHICHI_TCU107-E.AT1	18000	0.3560	1.2121	1.1934
1477	7.62	36.36	 C	0.155	31.24	0.0050	      CHICHI_TCU109-N.AT2	18000	0.6548	1.3897	1.5571
1478	7.62	28.38	 D	0.180	31.74	0.0050	      CHICHI_TCU110-N.AT2	18000	0.7525	1.4095	2.2446
1483	7.62	24.41	 C	0.184	29.03	0.0050	      CHICHI_TCU116-E.AT1	18000	0.2782	0.9811	1.5651
1487	7.62	25.57	 C	0.225	32.62	0.0050	      CHICHI_TCU120-E.AT1	18000	0.4923	1.0592	2.0041
1536	7.62	31.96	 D	0.484	25.23	0.0050	         CHICHI_WGK-N.AT2	11800	0.6819	0.9469	2.9722
1573	7.37	77.84	 D	0.209	21.11	0.0100	        MANJIL_184327.AT2	 2950	0.2342	1.5142	1.8661
1723	7.13	98.35	 D	0.124	28.13	0.0100	      HECTOR_12543090.AT2	10000	0.2236	1.4943	0.2339
1741	7.13	117.88	 D	0.102	22.85	0.0100	      HECTOR_11625090.AT1	 6000	0.1805	1.0322	0.2522
2424	6.20	29.48	 C	0.473	2.91	0.0050	    CHICHI03_CHY080-E.AT2	15000	0.2012	1.0262	1.7984
3194	6.30	51.51	 D	0.129	16.25	0.0050	    CHICHI06_CHY025-E.AT2	12200	0.2138	1.1100	0.3860
3396	6.30	38.63	 D	0.142	20.84	0.0050	    CHICHI06_TCU065-N.AT1	15000	0.1177	0.9017	0.3140
